room_id,room_number,floor,type,square_feet,basic_amenities,additional_amenities,max_occupancy,bed_type,view_type,accessibility,status,last_renovation,base_rate,max_rate
RM000529,1819,18,Presidential Suite,2974,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Steam Room', 'Grand Piano', 'Private Gym Equipment', 'Private Pool']",6,King + Multiple Sofa Beds,Standard View,False,Occupied,2022-04-22,3500,5000
RM000530,1820,18,Presidential Suite,1604,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Pool', 'Sauna', 'Dedicated Concierge', 'Grand Piano', 'Luxury Car Service', 'Private Terrace', 'Private Chef Available', 'Steam Room', 'Private Gym Equipment', 'Private Butler Service']",6,King + Multiple Sofa Beds,Standard View,True,Occupied,2022-11-27,3500,5000
RM000531,1821,18,Presidential Suite,2096,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Pool', 'Private Chef Available', 'Panoramic Ocean View', 'Steam Room', 'Private Butler Service', 'Sauna', 'Luxury Car Service']",6,King + Multiple Sofa Beds,Luxury Car Service,True,Available,2023-02-04,3500,5000
RM000532,1822,18,Presidential Suite,2863,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Pool', 'Private Butler Service', 'Private Chef Available', 'Private Terrace', 'Sauna', 'Dedicated Concierge']",6,King + Multiple Sofa Beds,Standard View,False,Occupied,2022-08-17,3500,5000
RM000533,1823,18,Presidential Suite,2247,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Sauna', 'Steam Room', 'Private Gym Equipment']",6,King + Multiple Sofa Beds,Standard View,False,Available,2023-05-13,3500,5000
RM000534,1824,18,Presidential Suite,1808,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Panoramic Ocean View', 'Private Pool', 'Grand Piano', 'Sauna', 'Private Butler Service', 'Private Gym Equipment', 'Private Chef Available', 'Steam Room', 'Luxury Car Service', 'Dedicated Concierge']",6,King + Multiple Sofa Beds,Private Gym Equipment,False,Occupied,2023-12-04,3500,5000
RM000535,1825,18,Presidential Suite,2408,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Panoramic Ocean View', 'Private Butler Service', 'Private Chef Available']",6,King + Multiple Sofa Beds,Private Butler Service,False,Available,2022-04-05,3500,5000
RM000536,1826,18,Presidential Suite,2042,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Chef Available', 'Private Butler Service', 'Luxury Car Service', 'Grand Piano', 'Private Terrace', 'Panoramic Ocean View', 'Private Gym Equipment', 'Private Pool', 'Sauna', 'Steam Room', 'Dedicated Concierge']",6,King + Multiple Sofa Beds,Private Terrace,False,Occupied,2024-12-26,3500,5000
RM000537,1827,18,Presidential Suite,2541,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Dedicated Concierge', 'Panoramic Ocean View', 'Private Pool', 'Steam Room', 'Private Butler Service', 'Private Gym Equipment', 'Sauna', 'Private Terrace', 'Private Chef Available']",6,King + Multiple Sofa Beds,Steam Room,False,Occupied,2022-10-01,3500,5000
RM000538,1828,18,Presidential Suite,2791,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Pool', 'Sauna', 'Private Terrace', 'Dedicated Concierge', 'Private Gym Equipment', 'Steam Room', 'Grand Piano', 'Private Chef Available']",6,King + Multiple Sofa Beds,Standard View,False,Maintenance,2024-08-03,3500,5000
RM000539,1829,18,Presidential Suite,1969,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Butler Service', 'Private Chef Available', 'Private Terrace', 'Dedicated Concierge', 'Private Gym Equipment', 'Private Pool', 'Grand Piano']",6,King + Multiple Sofa Beds,Standard View,False,Maintenance,2024-05-12,3500,5000
RM000540,1830,18,Presidential Suite,2409,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']",['Sauna'],6,King + Multiple Sofa Beds,Standard View,False,Occupied,2023-03-02,3500,5000
RM000541,1901,19,Presidential Suite,2643,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Sauna', 'Private Terrace', 'Private Pool', 'Private Gym Equipment', 'Steam Room', 'Private Butler Service', 'Panoramic Ocean View']",6,King + Multiple Sofa Beds,Steam Room,False,Maintenance,2022-01-10,3500,5000
RM000542,1902,19,Presidential Suite,2771,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Steam Room', 'Private Pool', 'Private Chef Available', 'Grand Piano', 'Dedicated Concierge', 'Luxury Car Service', 'Panoramic Ocean View', 'Sauna', 'Private Terrace', 'Private Butler Service']",6,King + Multiple Sofa Beds,Private Pool,True,Available,2023-05-09,3500,5000
RM000543,1903,19,Presidential Suite,2463,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Dedicated Concierge', 'Private Chef Available', 'Panoramic Ocean View', 'Steam Room', 'Luxury Car Service', 'Private Gym Equipment']",6,King + Multiple Sofa Beds,Steam Room,False,Available,2023-02-15,3500,5000
RM000544,1904,19,Presidential Suite,2073,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Sauna', 'Private Butler Service', 'Panoramic Ocean View', 'Grand Piano', 'Private Chef Available', 'Dedicated Concierge', 'Private Pool', 'Luxury Car Service', 'Steam Room']",6,King + Multiple Sofa Beds,Private Pool,False,Available,2024-08-27,3500,5000
RM000545,1905,19,Presidential Suite,2049,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Terrace', 'Dedicated Concierge', 'Private Pool', 'Sauna', 'Panoramic Ocean View']",6,King + Multiple Sofa Beds,Sauna,False,Available,2024-08-16,3500,5000
RM000546,1906,19,Presidential Suite,2757,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Steam Room', 'Private Terrace', 'Sauna', 'Private Pool', 'Private Gym Equipment', 'Dedicated Concierge', 'Private Butler Service', 'Grand Piano', 'Private Chef Available', 'Panoramic Ocean View', 'Luxury Car Service']",6,King + Multiple Sofa Beds,Grand Piano,False,Maintenance,2022-03-17,3500,5000
RM000547,1907,19,Presidential Suite,2090,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Panoramic Ocean View', 'Private Chef Available', 'Grand Piano', 'Private Gym Equipment', 'Private Terrace', 'Dedicated Concierge', 'Private Pool']",6,King + Multiple Sofa Beds,Private Pool,False,Occupied,2022-08-14,3500,5000
RM000548,1908,19,Presidential Suite,2976,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Luxury Car Service', 'Dedicated Concierge', 'Private Butler Service']",6,King + Multiple Sofa Beds,Standard View,False,Maintenance,2022-04-02,3500,5000
RM000549,1909,19,Presidential Suite,2730,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Dedicated Concierge', 'Steam Room', 'Private Terrace', 'Sauna', 'Private Chef Available', 'Luxury Car Service', 'Panoramic Ocean View', 'Grand Piano', 'Private Butler Service', 'Private Gym Equipment']",6,King + Multiple Sofa Beds,Steam Room,True,Available,2022-06-26,3500,5000
RM000550,1910,19,Presidential Suite,1792,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Panoramic Ocean View', 'Grand Piano', 'Private Terrace', 'Private Gym Equipment', 'Sauna', 'Steam Room', 'Private Chef Available', 'Private Butler Service', 'Luxury Car Service', 'Dedicated Concierge', 'Private Pool']",6,King + Multiple Sofa Beds,Sauna,False,Maintenance,2022-04-26,3500,5000
RM000551,1911,19,Presidential Suite,2556,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']",['Private Chef Available'],6,King + Multiple Sofa Beds,Standard View,False,Occupied,2023-12-05,3500,5000
RM000552,1912,19,Presidential Suite,2528,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Chef Available', 'Panoramic Ocean View', 'Sauna', 'Private Terrace', 'Grand Piano']",6,King + Multiple Sofa Beds,Sauna,False,Maintenance,2023-04-05,3500,5000
RM000553,1913,19,Presidential Suite,2177,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Dedicated Concierge', 'Grand Piano', 'Private Terrace', 'Steam Room', 'Luxury Car Service', 'Sauna', 'Private Chef Available', 'Private Pool']",6,King + Multiple Sofa Beds,Standard View,False,Available,2022-01-13,3500,5000
RM000554,1914,19,Presidential Suite,2367,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Luxury Car Service', 'Sauna', 'Grand Piano', 'Private Gym Equipment', 'Panoramic Ocean View', 'Private Chef Available']",6,King + Multiple Sofa Beds,Private Gym Equipment,False,Available,2022-03-17,3500,5000
RM000555,1915,19,Presidential Suite,2130,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Pool', 'Luxury Car Service', 'Panoramic Ocean View']",6,King + Multiple Sofa Beds,Luxury Car Service,False,Occupied,2023-11-10,3500,5000
RM000556,1916,19,Presidential Suite,2454,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Pool', 'Luxury Car Service', 'Private Terrace', 'Sauna', 'Grand Piano', 'Panoramic Ocean View', 'Dedicated Concierge', 'Private Gym Equipment', 'Private Chef Available', 'Steam Room', 'Private Butler Service']",6,King + Multiple Sofa Beds,Sauna,False,Occupied,2024-06-24,3500,5000
RM000557,1917,19,Presidential Suite,2326,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Steam Room', 'Private Gym Equipment', 'Private Chef Available', 'Private Terrace', 'Sauna']",6,King + Multiple Sofa Beds,Standard View,False,Occupied,2024-11-06,3500,5000
RM000558,1918,19,Presidential Suite,1679,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Private Terrace', 'Private Butler Service', 'Panoramic Ocean View', 'Luxury Car Service', 'Dedicated Concierge', 'Private Pool']",6,King + Multiple Sofa Beds,Dedicated Concierge,False,Maintenance,2024-12-11,3500,5000
RM000559,1919,19,Presidential Suite,2957,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Steam Room', 'Private Pool', 'Private Chef Available', 'Private Gym Equipment', 'Sauna', 'Dedicated Concierge', 'Private Terrace', 'Panoramic Ocean View', 'Grand Piano']",6,King + Multiple Sofa Beds,Dedicated Concierge,True,Occupied,2023-12-11,3500,5000
RM000560,1920,19,Presidential Suite,2066,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Sauna', 'Private Butler Service', 'Panoramic Ocean View', 'Private Gym Equipment', 'Dedicated Concierge', 'Steam Room', 'Private Chef Available', 'Grand Piano', 'Private Pool']",6,King + Multiple Sofa Beds,Grand Piano,False,Available,2022-06-02,3500,5000
RM000561,1921,19,Presidential Suite,2582,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Luxury Car Service', 'Private Terrace', 'Dedicated Concierge', 'Private Chef Available', 'Private Pool', 'Grand Piano', 'Sauna', 'Private Gym Equipment', 'Panoramic Ocean View', 'Steam Room', 'Private Butler Service']",6,King + Multiple Sofa Beds,Luxury Car Service,False,Maintenance,2024-04-17,3500,5000
RM000562,1922,19,Presidential Suite,2531,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Steam Room', 'Private Gym Equipment', 'Private Butler Service', 'Grand Piano']",6,King + Multiple Sofa Beds,Standard View,False,Occupied,2022-01-31,3500,5000
RM000563,1923,19,Presidential Suite,2150,"['Air Conditioning', 'Multiple 75"" Smart TVs', 'Professional Coffee Bar', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Office', 'Ultra-High-Speed WiFi', 'Bang & Olufsen Sound System', 'Full Kitchen', 'Frette Bathrobes', 'Designer Slippers', 'Formal Dining Room', 'Living Room', 'Multiple Bathrooms', 'Private Bar', ""Butler's Pantry"", 'Walk-in Closet', 'Evening Turndown Service', 'Luxury Welcome Amenity', 'Fresh Flowers Daily', 'Personalized Stationery']","['Dedicated Concierge', 'Private Butler Service', 'Steam Room']",6,King + Multiple Sofa Beds,Standard View,False,Occupied,2024-12-14,3500,5000
