appointment_id,booking_id,customer_id,service_type,department,appointment_date,appointment_end,duration_minutes,description,cost,status,staff_id,staff_name
SA001016,BK033777,25558,Massage Therapy,Spa & Wellness,2025-01-29 13:00:00,2025-01-29 14:00:00,60,60-minute Recovery massage using Swedish techniques. Focus on Full Body for Pain Relief.,152.42,Scheduled,ST000663,Staff Member
SA001017,BK033983,42563,Wellness Consultation,Spa & Wellness,2025-01-29 14:00:00,2025-01-29 15:00:00,60,In-depth Health Coaching session for 60 minutes addressing Work-Life Balance. Personalized Plan.,127.1,Scheduled,ST000663,Staff Member
SA001018,BK033990,36853,Spa Treatment,Spa & Wellness,2025-01-21 10:00:00,2025-01-21 12:00:00,120,Premium Aromatherapy experience for 120 minutes incorporating Western massage with Herbal Products. Improved Circulation.,213.84,Scheduled,ST000241,Staff Member
SA001019,BK034047,20259,Spa Treatment,Spa & Wellness,2025-01-15 09:00:00,2025-01-15 11:00:00,120,Swedish massage for 120 minutes using Modern techniques with Essential Oils. Muscle Recovery.,144.64,Scheduled,ST000756,Staff Member
SA001020,BK034166,7317,Wellness Consultation,Spa & Wellness,2025-01-26 16:15:00,2025-01-26 17:00:00,45,45-minute Health Coaching consultation focusing on Diet Optimization. Actionable Goals.,168.5,Scheduled,ST000654,Staff Member
SA001021,BK034166,7317,Wellness Consultation,Spa & Wellness,2025-01-26 13:00:00,2025-01-26 13:45:00,45,45-minute Lifestyle Assessment consultation focusing on Sleep Improvement. Personalized Plan.,145.64,Scheduled,ST000179,Staff Member
SA001022,BK034166,7317,Spa Treatment,Spa & Wellness,2025-01-26 13:45:00,2025-01-26 14:45:00,60,Premium Aromatherapy experience for 60 minutes incorporating Modern massage with Essential Oils. Muscle Recovery.,192.22,Scheduled,ST000179,Staff Member
SA001023,BK034336,38881,Massage Therapy,Spa & Wellness,2025-01-15 11:30:00,2025-01-15 12:00:00,30,30-minute Therapeutic massage using Trigger Point techniques. Focus on Problem Areas for Faster Recovery.,147.25,Scheduled,ST000867,Staff Member
SA001024,BK034490,10832,Spa Treatment,Spa & Wellness,2025-02-03 13:00:00,2025-02-03 14:30:00,90,Premium Swedish experience for 90 minutes incorporating Modern massage with Organic Products. Relaxation.,137.25,Scheduled,ST000654,Staff Member
SA001025,BK034522,24373,Spa Treatment,Spa & Wellness,2025-01-10 14:45:00,2025-01-10 16:15:00,90,Swedish massage for 90 minutes using Western techniques with Organic Products. Stress Relief.,122.52,Scheduled,ST000956,Staff Member
SA001026,BK034628,44874,Wellness Consultation,Spa & Wellness,2025-01-21 13:00:00,2025-01-21 14:00:00,60,In-depth Nutrition Planning session for 60 minutes addressing Sleep Improvement. Expert Guidance.,105.78,Scheduled,ST000241,Staff Member
SA001027,BK034628,44874,Wellness Consultation,Spa & Wellness,2025-01-21 14:00:00,2025-01-21 15:00:00,60,60-minute Health Coaching consultation focusing on Diet Optimization. Lifestyle Enhancement.,177.47,Scheduled,ST000241,Staff Member
SA001028,BK034719,33044,Spa Treatment,Spa & Wellness,2025-01-24 09:00:00,2025-01-24 11:00:00,120,Luxurious 120-minute Swedish treatment featuring Organic Products and Eastern methods. Improved Circulation.,288.65,Scheduled,ST000065,Staff Member
SA001029,BK034719,33044,Massage Therapy,Spa & Wellness,2025-01-24 15:30:00,2025-01-24 16:00:00,30,Targeted 30-minute Sports Massage treatment employing Deep Tissue methods for Sport-Specific. Improved Mobility.,172.86,Scheduled,ST000794,Staff Member
SA001030,BK034791,13947,Massage Therapy,Spa & Wellness,2025-01-10 09:00:00,2025-01-10 10:00:00,60,Specialized Therapeutic therapy session for 60 minutes with Deep Tissue approach. Faster Recovery.,161.85,Scheduled,ST000407,Staff Member
SA001031,BK034792,24807,Wellness Consultation,Spa & Wellness,2025-01-30 13:00:00,2025-01-30 13:45:00,45,45-minute Nutrition Planning consultation focusing on Sleep Improvement. Expert Guidance.,178.22,Scheduled,ST000512,Staff Member
SA001032,BK034792,24807,Wellness Consultation,Spa & Wellness,2025-01-30 13:45:00,2025-01-30 14:30:00,45,In-depth Nutrition Planning session for 45 minutes addressing Sleep Improvement. Lifestyle Enhancement.,137.36,Scheduled,ST000512,Staff Member
SA001033,BK034813,46688,Wellness Consultation,Spa & Wellness,2025-01-10 10:00:00,2025-01-10 11:00:00,60,60-minute Lifestyle Assessment consultation focusing on Sleep Improvement. Lifestyle Enhancement.,97.78,Scheduled,ST000407,Staff Member
SA001034,BK034813,46688,Spa Treatment,Spa & Wellness,2025-01-10 13:00:00,2025-01-10 14:30:00,90,Hot Stone massage for 90 minutes using Western techniques with Luxury Oils. Relaxation.,288.31,Scheduled,ST000407,Staff Member
SA001035,BK034831,37470,Massage Therapy,Spa & Wellness,2025-01-21 15:00:00,2025-01-21 16:00:00,60,Targeted 60-minute Sports Massage treatment employing Deep Tissue methods for Sport-Specific. Stress Reduction.,176.51,Scheduled,ST000241,Staff Member
SA001036,BK035005,33748,Wellness Consultation,Spa & Wellness,2025-01-10 16:15:00,2025-01-10 17:00:00,45,Comprehensive 45-minute Health Coaching assessment targeting Stress Management. Actionable Goals.,105.18,Scheduled,ST000956,Staff Member
SA001037,BK035014,32866,Massage Therapy,Spa & Wellness,2025-01-08 16:30:00,2025-01-08 17:00:00,30,Specialized Relaxation therapy session for 30 minutes with Deep Tissue approach. Pain Relief.,142.49,Scheduled,ST000033,Staff Member
SA001038,BK035046,45606,Wellness Consultation,Spa & Wellness,2025-01-14 09:00:00,2025-01-14 10:00:00,60,60-minute Lifestyle Assessment consultation focusing on Stress Management. Lifestyle Enhancement.,97.08,Scheduled,ST000278,Staff Member
SA001039,BK035087,17398,Spa Treatment,Spa & Wellness,2025-01-22 09:00:00,2025-01-22 11:00:00,120,Premium Swedish experience for 120 minutes incorporating Western massage with Organic Products. Improved Circulation.,161.62,Scheduled,ST000729,Staff Member
SA001040,BK035099,44896,Massage Therapy,Spa & Wellness,2025-01-11 11:00:00,2025-01-11 12:00:00,60,Specialized Therapeutic therapy session for 60 minutes with Myofascial Release approach. Stress Reduction.,195.55,Scheduled,ST000580,Staff Member
SA001041,BK035132,49394,Wellness Consultation,Spa & Wellness,2025-01-17 14:30:00,2025-01-17 15:30:00,60,Comprehensive 60-minute Lifestyle Assessment assessment targeting Sleep Improvement. Actionable Goals.,110.55,Scheduled,ST000283,Staff Member
SA001042,BK035135,19506,Spa Treatment,Spa & Wellness,2025-01-10 11:00:00,2025-01-10 12:00:00,60,Luxurious 60-minute Deep Tissue treatment featuring Herbal Products and Traditional methods. Muscle Recovery.,261.49,Scheduled,ST000407,Staff Member
SA001043,BK035135,19506,Wellness Consultation,Spa & Wellness,2025-01-10 14:30:00,2025-01-10 15:15:00,45,45-minute Lifestyle Assessment consultation focusing on Stress Management. Personalized Plan.,101.45,Scheduled,ST000407,Staff Member
SA001044,BK035197,20054,Wellness Consultation,Spa & Wellness,2025-01-14 10:00:00,2025-01-14 11:00:00,60,In-depth Nutrition Planning session for 60 minutes addressing Work-Life Balance. Lifestyle Enhancement.,90.35,Scheduled,ST000278,Staff Member
SA001045,BK035223,8671,Massage Therapy,Spa & Wellness,2025-01-23 13:00:00,2025-01-23 14:30:00,90,90-minute Recovery massage using Deep Tissue techniques. Focus on Tension Relief for Stress Reduction.,109.64,Scheduled,ST000883,Staff Member
SA001046,BK035238,49188,Spa Treatment,Spa & Wellness,2025-01-29 15:00:00,2025-01-29 16:00:00,60,Premium Swedish experience for 60 minutes incorporating Eastern massage with Organic Products. Muscle Recovery.,138.56,Scheduled,ST000663,Staff Member
SA001047,BK035387,31381,Spa Treatment,Spa & Wellness,2025-01-28 09:00:00,2025-01-28 11:00:00,120,Premium Deep Tissue experience for 120 minutes incorporating Eastern massage with Organic Products. Relaxation.,137.74,Scheduled,ST000227,Staff Member
SA001048,BK035418,23659,Wellness Consultation,Spa & Wellness,2025-01-20 14:00:00,2025-01-20 15:00:00,60,In-depth Lifestyle Assessment session for 60 minutes addressing Sleep Improvement. Expert Guidance.,91.42,Scheduled,ST000278,Staff Member
SA001049,BK035467,4702,Wellness Consultation,Spa & Wellness,2025-01-10 15:15:00,2025-01-10 16:15:00,60,60-minute Wellness Strategy consultation focusing on Sleep Improvement. Actionable Goals.,107.48,Scheduled,ST000407,Staff Member
SA001050,BK035571,17948,Spa Treatment,Spa & Wellness,2025-01-19 13:00:00,2025-01-19 14:00:00,60,Premium Hot Stone experience for 60 minutes incorporating Modern massage with Organic Products. Muscle Recovery.,239.43,Scheduled,ST000392,Staff Member
SA001051,BK035631,9874,Massage Therapy,Spa & Wellness,2025-01-19 11:30:00,2025-01-19 12:00:00,30,30-minute Recovery massage using Swedish techniques. Focus on Full Body for Faster Recovery.,114.92,Scheduled,ST000361,Staff Member
SA001052,BK035648,30361,Massage Therapy,Spa & Wellness,2025-01-14 11:00:00,2025-01-14 12:00:00,60,Specialized Therapeutic therapy session for 60 minutes with Myofascial Release approach. Faster Recovery.,166.02,Scheduled,ST000278,Staff Member
SA001053,BK035648,30361,Spa Treatment,Spa & Wellness,2025-01-14 13:00:00,2025-01-14 15:00:00,120,Aromatherapy massage for 120 minutes using Eastern techniques with Herbal Products. Relaxation.,175.38,Scheduled,ST000278,Staff Member
SA001054,BK035693,35971,Massage Therapy,Spa & Wellness,2025-01-11 16:15:00,2025-01-11 16:45:00,30,Targeted 30-minute Sports Massage treatment employing Deep Tissue methods for Full Body. Stress Reduction.,161.39,Scheduled,ST000087,Staff Member
SA001055,BK035693,35971,Wellness Consultation,Spa & Wellness,2025-01-11 13:00:00,2025-01-11 13:45:00,45,45-minute Nutrition Planning consultation focusing on Sleep Improvement. Expert Guidance.,109.82,Scheduled,ST000580,Staff Member
SA001056,BK035693,35971,Spa Treatment,Spa & Wellness,2025-01-11 13:45:00,2025-01-11 15:15:00,90,Premium Aromatherapy experience for 90 minutes incorporating Eastern massage with Essential Oils. Muscle Recovery.,241.02,Scheduled,ST000580,Staff Member
SA001057,BK035702,17944,Wellness Consultation,Spa & Wellness,2025-01-10 09:00:00,2025-01-10 10:00:00,60,In-depth Nutrition Planning session for 60 minutes addressing Work-Life Balance. Lifestyle Enhancement.,177.97,Scheduled,ST000654,Staff Member
SA001058,BK035702,17944,Wellness Consultation,Spa & Wellness,2025-01-10 16:15:00,2025-01-10 17:00:00,45,In-depth Nutrition Planning session for 45 minutes addressing Work-Life Balance. Actionable Goals.,115.88,Scheduled,ST000407,Staff Member
SA001059,BK035767,27660,Spa Treatment,Spa & Wellness,2025-01-11 15:15:00,2025-01-11 16:15:00,60,Premium Aromatherapy experience for 60 minutes incorporating Western massage with Organic Products. Stress Relief.,228.44,Scheduled,ST000580,Staff Member
SA001060,BK035789,33517,Spa Treatment,Spa & Wellness,2025-01-16 14:30:00,2025-01-16 16:00:00,90,Aromatherapy massage for 90 minutes using Traditional techniques with Luxury Oils. Stress Relief.,298.04,Scheduled,ST000147,Staff Member
SA001061,BK035932,10366,Spa Treatment,Spa & Wellness,2025-01-28 13:00:00,2025-01-28 14:30:00,90,Luxurious 90-minute Deep Tissue treatment featuring Organic Products and Modern methods. Relaxation.,193.68,Scheduled,ST000227,Staff Member
SA001062,BK036027,16872,Spa Treatment,Spa & Wellness,2025-01-22 13:00:00,2025-01-22 15:00:00,120,Premium Deep Tissue experience for 120 minutes incorporating Traditional massage with Luxury Oils. Relaxation.,137.94,Scheduled,ST000729,Staff Member
SA001063,BK036027,16872,Massage Therapy,Spa & Wellness,2025-01-22 11:30:00,2025-01-22 12:00:00,30,Specialized Sports Massage therapy session for 30 minutes with Deep Tissue approach. Stress Reduction.,152.08,Scheduled,ST000822,Staff Member
SA001064,BK036081,46550,Spa Treatment,Spa & Wellness,2025-01-15 11:00:00,2025-01-15 12:00:00,60,Premium Swedish experience for 60 minutes incorporating Traditional massage with Herbal Products. Relaxation.,257.45,Scheduled,ST000756,Staff Member
SA001065,BK036095,2830,Wellness Consultation,Spa & Wellness,2025-02-01 10:30:00,2025-02-01 11:15:00,45,45-minute Nutrition Planning consultation focusing on Sleep Improvement. Expert Guidance.,164.44,Scheduled,ST000490,Staff Member
SA001066,BK036149,49992,Massage Therapy,Spa & Wellness,2025-01-12 09:00:00,2025-01-12 10:00:00,60,Specialized Relaxation therapy session for 60 minutes with Myofascial Release approach. Pain Relief.,174.47,Scheduled,ST000490,Staff Member
SA001067,BK036195,20538,Wellness Consultation,Spa & Wellness,2025-01-30 14:30:00,2025-01-30 15:15:00,45,In-depth Health Coaching session for 45 minutes addressing Work-Life Balance. Lifestyle Enhancement.,112.51,Scheduled,ST000512,Staff Member
SA001068,BK036236,47982,Massage Therapy,Spa & Wellness,2025-01-10 10:00:00,2025-01-10 11:00:00,60,Specialized Therapeutic therapy session for 60 minutes with Trigger Point approach. Improved Mobility.,191.87,Scheduled,ST000654,Staff Member
SA001069,BK036278,48505,Wellness Consultation,Spa & Wellness,2025-01-20 16:15:00,2025-01-20 17:00:00,45,Comprehensive 45-minute Health Coaching assessment targeting Diet Optimization. Actionable Goals.,122.68,Scheduled,ST000883,Staff Member
SA001070,BK036278,48505,Spa Treatment,Spa & Wellness,2025-01-20 15:00:00,2025-01-20 17:00:00,120,Premium Hot Stone experience for 120 minutes incorporating Traditional massage with Organic Products. Muscle Recovery.,209.17,Scheduled,ST000278,Staff Member
SA001071,BK036278,48505,Massage Therapy,Spa & Wellness,2025-01-20 09:00:00,2025-01-20 10:00:00,60,60-minute Sports Massage massage using Swedish techniques. Focus on Tension Relief for Improved Mobility.,85.52,Scheduled,ST000298,Staff Member
SA001072,BK036303,39781,Spa Treatment,Spa & Wellness,2025-01-30 15:15:00,2025-01-30 16:45:00,90,Aromatherapy massage for 90 minutes using Modern techniques with Luxury Oils. Stress Relief.,289.75,Scheduled,ST000512,Staff Member
SA001073,BK036321,32066,Massage Therapy,Spa & Wellness,2025-01-11 09:00:00,2025-01-11 10:30:00,90,Specialized Therapeutic therapy session for 90 minutes with Myofascial Release approach. Faster Recovery.,161.22,Scheduled,ST000544,Staff Member
SA001074,BK036321,32066,Massage Therapy,Spa & Wellness,2025-01-11 10:30:00,2025-01-11 12:00:00,90,90-minute Relaxation massage using Swedish techniques. Focus on Sport-Specific for Improved Mobility.,159.45,Scheduled,ST000544,Staff Member
SA001075,BK036484,40957,Wellness Consultation,Spa & Wellness,2025-01-10 11:00:00,2025-01-10 12:00:00,60,60-minute Lifestyle Assessment consultation focusing on Work-Life Balance. Personalized Plan.,111.5,Scheduled,ST000654,Staff Member
SA001076,BK036521,42107,Wellness Consultation,Spa & Wellness,2025-01-18 10:30:00,2025-01-18 11:15:00,45,Comprehensive 45-minute Health Coaching assessment targeting Stress Management. Personalized Plan.,124.68,Scheduled,ST000227,Staff Member
SA001077,BK036521,42107,Spa Treatment,Spa & Wellness,2025-01-18 13:00:00,2025-01-18 14:30:00,90,Premium Swedish experience for 90 minutes incorporating Traditional massage with Herbal Products. Improved Circulation.,250.62,Scheduled,ST000227,Staff Member
SA001078,BK036532,16283,Massage Therapy,Spa & Wellness,2025-01-16 11:00:00,2025-01-16 12:00:00,60,60-minute Therapeutic massage using Myofascial Release techniques. Focus on Problem Areas for Faster Recovery.,185.06,Scheduled,ST000583,Staff Member
SA001079,BK036532,16283,Massage Therapy,Spa & Wellness,2025-01-16 11:00:00,2025-01-16 12:00:00,60,60-minute Recovery massage using Swedish techniques. Focus on Problem Areas for Faster Recovery.,167.94,Scheduled,ST000147,Staff Member
SA001080,BK036574,43325,Massage Therapy,Spa & Wellness,2025-01-24 13:00:00,2025-01-24 14:30:00,90,Targeted 90-minute Relaxation treatment employing Trigger Point methods for Problem Areas. Faster Recovery.,196.1,Scheduled,ST000065,Staff Member
SA001081,BK036637,22908,Massage Therapy,Spa & Wellness,2025-01-25 09:45:00,2025-01-25 11:15:00,90,Specialized Relaxation therapy session for 90 minutes with Trigger Point approach. Pain Relief.,154.41,Scheduled,ST000147,Staff Member
SA001082,BK036644,49964,Wellness Consultation,Spa & Wellness,2025-01-18 14:30:00,2025-01-18 15:30:00,60,Comprehensive 60-minute Health Coaching assessment targeting Sleep Improvement. Actionable Goals.,151.98,Scheduled,ST000227,Staff Member
SA001083,BK036667,45994,Wellness Consultation,Spa & Wellness,2025-01-26 14:45:00,2025-01-26 15:45:00,60,In-depth Nutrition Planning session for 60 minutes addressing Sleep Improvement. Personalized Plan.,136.57,Scheduled,ST000179,Staff Member
SA001084,BK036745,42355,Wellness Consultation,Spa & Wellness,2025-01-11 16:15:00,2025-01-11 17:00:00,45,Comprehensive 45-minute Lifestyle Assessment assessment targeting Sleep Improvement. Expert Guidance.,151.78,Scheduled,ST000580,Staff Member
SA001085,BK036745,42355,Spa Treatment,Spa & Wellness,2025-01-11 13:00:00,2025-01-11 15:00:00,120,Premium Aromatherapy experience for 120 minutes incorporating Traditional massage with Luxury Oils. Stress Relief.,273.55,Scheduled,ST000544,Staff Member
SA001086,BK036788,6535,Wellness Consultation,Spa & Wellness,2025-01-27 14:45:00,2025-01-27 15:30:00,45,45-minute Health Coaching consultation focusing on Sleep Improvement. Lifestyle Enhancement.,156.14,Scheduled,ST000951,Staff Member
SA001087,BK036801,27684,Spa Treatment,Spa & Wellness,2025-01-10 13:00:00,2025-01-10 15:00:00,120,Luxurious 120-minute Aromatherapy treatment featuring Luxury Oils and Traditional methods. Improved Circulation.,216.59,Scheduled,ST000654,Staff Member
SA001088,BK036808,12451,Wellness Consultation,Spa & Wellness,2025-01-23 11:00:00,2025-01-23 12:00:00,60,60-minute Health Coaching consultation focusing on Stress Management. Actionable Goals.,98.45,Scheduled,ST000883,Staff Member
SA001089,BK036808,12451,Massage Therapy,Spa & Wellness,2025-01-23 14:30:00,2025-01-23 15:30:00,60,Targeted 60-minute Recovery treatment employing Deep Tissue methods for Tension Relief. Pain Relief.,194.17,Scheduled,ST000883,Staff Member
SA001090,BK036926,13923,Wellness Consultation,Spa & Wellness,2025-01-23 15:30:00,2025-01-23 16:15:00,45,In-depth Lifestyle Assessment session for 45 minutes addressing Diet Optimization. Lifestyle Enhancement.,92.05,Scheduled,ST000883,Staff Member
SA001091,BK037118,48373,Spa Treatment,Spa & Wellness,2025-01-10 15:00:00,2025-01-10 16:00:00,60,Aromatherapy massage for 60 minutes using Modern techniques with Essential Oils. Improved Circulation.,226.83,Scheduled,ST000654,Staff Member
SA001092,BK037119,14767,Wellness Consultation,Spa & Wellness,2025-01-10 16:00:00,2025-01-10 17:00:00,60,Comprehensive 60-minute Nutrition Planning assessment targeting Diet Optimization. Personalized Plan.,166.02,Scheduled,ST000654,Staff Member
SA001093,BK037119,14767,Spa Treatment,Spa & Wellness,2025-01-10 09:00:00,2025-01-10 10:30:00,90,Luxurious 90-minute Deep Tissue treatment featuring Organic Products and Modern methods. Stress Relief.,264.5,Scheduled,ST000822,Staff Member
SA001094,BK037150,40387,Wellness Consultation,Spa & Wellness,2025-01-19 14:00:00,2025-01-19 15:00:00,60,Comprehensive 60-minute Lifestyle Assessment assessment targeting Sleep Improvement. Personalized Plan.,115.35,Scheduled,ST000392,Staff Member
SA001095,BK037187,14496,Spa Treatment,Spa & Wellness,2025-01-27 09:00:00,2025-01-27 11:00:00,120,Luxurious 120-minute Swedish treatment featuring Essential Oils and Traditional methods. Muscle Recovery.,151.4,Scheduled,ST000065,Staff Member
SA001096,BK037223,38344,Wellness Consultation,Spa & Wellness,2025-02-01 13:00:00,2025-02-01 14:00:00,60,In-depth Health Coaching session for 60 minutes addressing Stress Management. Expert Guidance.,171.66,Scheduled,ST000490,Staff Member
SA001097,BK037320,44533,Wellness Consultation,Spa & Wellness,2025-01-29 16:00:00,2025-01-29 16:45:00,45,45-minute Health Coaching consultation focusing on Stress Management. Expert Guidance.,127.0,Scheduled,ST000663,Staff Member
SA001098,BK037322,27138,Spa Treatment,Spa & Wellness,2025-01-10 10:30:00,2025-01-10 12:00:00,90,Premium Hot Stone experience for 90 minutes incorporating Traditional massage with Luxury Oils. Improved Circulation.,136.72,Scheduled,ST000822,Staff Member
SA001099,BK037401,13497,Wellness Consultation,Spa & Wellness,2025-01-21 11:15:00,2025-01-21 12:00:00,45,45-minute Wellness Strategy consultation focusing on Sleep Improvement. Personalized Plan.,129.26,Scheduled,ST000542,Staff Member
SA001100,BK037425,13874,Massage Therapy,Spa & Wellness,2025-01-25 13:00:00,2025-01-25 14:00:00,60,60-minute Recovery massage using Myofascial Release techniques. Focus on Sport-Specific for Stress Reduction.,170.5,Scheduled,ST000147,Staff Member
SA001101,BK037535,18252,Massage Therapy,Spa & Wellness,2025-01-10 16:30:00,2025-01-10 17:00:00,30,Targeted 30-minute Therapeutic treatment employing Trigger Point methods for Problem Areas. Improved Mobility.,168.33,Scheduled,ST000297,Staff Member
SA001102,BK037535,18252,Massage Therapy,Spa & Wellness,2025-01-10 13:00:00,2025-01-10 14:00:00,60,Targeted 60-minute Relaxation treatment employing Myofascial Release methods for Full Body. Improved Mobility.,186.32,Scheduled,ST000822,Staff Member
SA001103,BK037600,38101,Spa Treatment,Spa & Wellness,2025-01-11 15:00:00,2025-01-11 16:00:00,60,Deep Tissue massage for 60 minutes using Eastern techniques with Herbal Products. Stress Relief.,233.63,Scheduled,ST000544,Staff Member
SA001104,BK037600,38101,Massage Therapy,Spa & Wellness,2025-01-11 16:00:00,2025-01-11 17:00:00,60,Specialized Relaxation therapy session for 60 minutes with Swedish approach. Faster Recovery.,171.84,Scheduled,ST000544,Staff Member
SA001105,BK037735,32910,Spa Treatment,Spa & Wellness,2025-02-03 11:00:00,2025-02-03 12:00:00,60,Luxurious 60-minute Swedish treatment featuring Herbal Products and Eastern methods. Muscle Recovery.,269.57,Scheduled,ST000654,Staff Member
SA001106,BK037770,23762,Massage Therapy,Spa & Wellness,2025-01-24 16:00:00,2025-01-24 16:30:00,30,Targeted 30-minute Recovery treatment employing Swedish methods for Problem Areas. Improved Mobility.,89.18,Scheduled,ST000794,Staff Member
SA001107,BK037809,13961,Massage Therapy,Spa & Wellness,2025-01-28 14:30:00,2025-01-28 16:00:00,90,90-minute Relaxation massage using Deep Tissue techniques. Focus on Tension Relief for Pain Relief.,187.31,Scheduled,ST000227,Staff Member
SA001108,BK037825,35905,Massage Therapy,Spa & Wellness,2025-01-10 14:00:00,2025-01-10 15:00:00,60,Specialized Therapeutic therapy session for 60 minutes with Deep Tissue approach. Pain Relief.,99.25,Scheduled,ST000822,Staff Member
SA001109,BK037844,1349,Massage Therapy,Spa & Wellness,2025-02-01 11:30:00,2025-02-01 12:00:00,30,30-minute Relaxation massage using Swedish techniques. Focus on Tension Relief for Improved Mobility.,131.02,Scheduled,ST000536,Staff Member
SA001110,BK037903,40198,Massage Therapy,Spa & Wellness,2025-01-08 11:30:00,2025-01-08 12:00:00,30,30-minute Sports Massage massage using Trigger Point techniques. Focus on Tension Relief for Faster Recovery.,184.13,Scheduled,ST000798,Staff Member
SA001111,BK038003,46229,Spa Treatment,Spa & Wellness,2025-01-14 15:00:00,2025-01-14 16:30:00,90,Swedish massage for 90 minutes using Traditional techniques with Essential Oils. Stress Relief.,293.89,Scheduled,ST000278,Staff Member
SA001112,BK038050,27938,Spa Treatment,Spa & Wellness,2025-01-16 09:00:00,2025-01-16 11:00:00,120,Luxurious 120-minute Swedish treatment featuring Organic Products and Eastern methods. Muscle Recovery.,238.41,Scheduled,ST000255,Staff Member
SA001113,BK038103,14455,Massage Therapy,Spa & Wellness,2025-01-27 11:30:00,2025-01-27 12:00:00,30,Targeted 30-minute Therapeutic treatment employing Trigger Point methods for Problem Areas. Faster Recovery.,110.42,Scheduled,ST000951,Staff Member
SA001114,BK038152,1365,Massage Therapy,Spa & Wellness,2025-01-29 09:00:00,2025-01-29 10:00:00,60,Targeted 60-minute Relaxation treatment employing Trigger Point methods for Problem Areas. Pain Relief.,91.06,Scheduled,ST000756,Staff Member
SA001115,BK038255,38283,Wellness Consultation,Spa & Wellness,2025-01-23 09:00:00,2025-01-23 10:00:00,60,60-minute Wellness Strategy consultation focusing on Work-Life Balance. Lifestyle Enhancement.,141.32,Scheduled,ST000065,Staff Member
SA001116,BK038268,46704,Spa Treatment,Spa & Wellness,2025-01-29 10:00:00,2025-01-29 11:30:00,90,Premium Aromatherapy experience for 90 minutes incorporating Modern massage with Herbal Products. Improved Circulation.,197.47,Scheduled,ST000756,Staff Member
SA001117,BK038273,10904,Wellness Consultation,Spa & Wellness,2025-01-22 16:00:00,2025-01-22 17:00:00,60,Comprehensive 60-minute Wellness Strategy assessment targeting Stress Management. Lifestyle Enhancement.,100.33,Scheduled,ST000822,Staff Member
SA001118,BK038273,10904,Wellness Consultation,Spa & Wellness,2025-01-22 11:00:00,2025-01-22 12:00:00,60,Comprehensive 60-minute Health Coaching assessment targeting Stress Management. Expert Guidance.,95.4,Scheduled,ST000729,Staff Member
SA001119,BK038355,42150,Spa Treatment,Spa & Wellness,2025-02-03 14:30:00,2025-02-03 16:30:00,120,Premium Aromatherapy experience for 120 minutes incorporating Western massage with Organic Products. Improved Circulation.,130.18,Scheduled,ST000654,Staff Member
SA001120,BK038355,42150,Massage Therapy,Spa & Wellness,2025-02-03 16:30:00,2025-02-03 17:00:00,30,30-minute Relaxation massage using Myofascial Release techniques. Focus on Tension Relief for Faster Recovery.,82.17,Scheduled,ST000654,Staff Member
SA001121,BK038451,37957,Spa Treatment,Spa & Wellness,2025-02-03 09:00:00,2025-02-03 11:00:00,120,Deep Tissue massage for 120 minutes using Modern techniques with Essential Oils. Stress Relief.,157.49,Scheduled,ST000472,Staff Member
SA001122,BK038464,7688,Spa Treatment,Spa & Wellness,2025-02-01 14:00:00,2025-02-01 15:30:00,90,Aromatherapy massage for 90 minutes using Western techniques with Herbal Products. Relaxation.,123.16,Scheduled,ST000490,Staff Member
SA001123,BK038464,7688,Spa Treatment,Spa & Wellness,2025-02-01 15:30:00,2025-02-01 17:00:00,90,Luxurious 90-minute Deep Tissue treatment featuring Luxury Oils and Western methods. Muscle Recovery.,168.37,Scheduled,ST000490,Staff Member
SA001124,BK038545,19114,Massage Therapy,Spa & Wellness,2025-01-19 15:00:00,2025-01-19 15:30:00,30,Specialized Relaxation therapy session for 30 minutes with Deep Tissue approach. Improved Mobility.,138.33,Scheduled,ST000392,Staff Member
SA001125,BK038550,1386,Spa Treatment,Spa & Wellness,2025-01-10 15:00:00,2025-01-10 17:00:00,120,Hot Stone massage for 120 minutes using Traditional techniques with Herbal Products. Relaxation.,211.58,Scheduled,ST000822,Staff Member
SA001126,BK038610,32298,Wellness Consultation,Spa & Wellness,2025-01-14 09:00:00,2025-01-14 09:45:00,45,45-minute Wellness Strategy consultation focusing on Work-Life Balance. Lifestyle Enhancement.,131.32,Scheduled,ST000479,Staff Member
SA001127,BK038709,25045,Spa Treatment,Spa & Wellness,2025-01-15 13:00:00,2025-01-15 14:00:00,60,Hot Stone massage for 60 minutes using Eastern techniques with Herbal Products. Relaxation.,280.15,Scheduled,ST000756,Staff Member
SA001128,BK038710,1599,Spa Treatment,Spa & Wellness,2025-01-13 09:00:00,2025-01-13 10:30:00,90,Hot Stone massage for 90 minutes using Western techniques with Essential Oils. Relaxation.,267.24,Scheduled,ST000361,Staff Member
SA001129,BK038710,1599,Spa Treatment,Spa & Wellness,2025-01-13 10:30:00,2025-01-13 12:00:00,90,Deep Tissue massage for 90 minutes using Modern techniques with Essential Oils. Muscle Recovery.,280.64,Scheduled,ST000361,Staff Member
SA001130,BK038805,30614,Massage Therapy,Spa & Wellness,2025-02-02 16:30:00,2025-02-02 17:00:00,30,30-minute Relaxation massage using Trigger Point techniques. Focus on Full Body for Stress Reduction.,109.19,Scheduled,ST000767,Staff Member
